Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 2, 'n_kv_head': 2, 'n_embd': 256, 'window_pattern': 'SSSS'}
Parameter counts:
  wte                     : 2,097,152
  value_embeds            : 12,582,912
  lm_head                 : 2,097,152
  transformer_matrices    : 4,718,976
  scalars                 : 12
  total                   : 21,496,204
Estimated FLOPs per token: 4.915430e+07
Scaling AdamW LRs by 1/sqrt(256/768) = 1.732051
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.010792 | lrm: 1.00 | dt: 9090ms | tok/sec: 3,604 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.946427 | lrm: 1.00 | dt: 201ms | tok/sec: 163,419 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.667118 | lrm: 1.00 | dt: 202ms | tok/sec: 162,372 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.374587 | lrm: 1.00 | dt: 203ms | tok/sec: 161,167 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.130298 | lrm: 1.00 | dt: 204ms | tok/sec: 160,658 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.904908 | lrm: 1.00 | dt: 205ms | tok/sec: 159,714 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.708995 | lrm: 1.00 | dt: 205ms | tok/sec: 159,970 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.537808 | lrm: 1.00 | dt: 205ms | tok/sec: 160,220 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.381361 | lrm: 1.00 | dt: 204ms | tok/sec: 160,979 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.243413 | lrm: 1.00 | dt: 204ms | tok/sec: 160,291 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.119427 | lrm: 1.00 | dt: 205ms | tok/sec: 160,139 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.001260 | lrm: 1.00 | dt: 204ms | tok/sec: 160,513 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.903204 | lrm: 1.00 | dt: 204ms | tok/sec: 160,752 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.807412 | lrm: 1.00 | dt: 204ms | tok/sec: 160,376 | mfu: 0.8% | epoch: 1 | remaining: 299s    
step 00475 (32.0%) | loss: 3.811606 | lrm: 1.00 | dt: 209ms | tok/sec: 157,010 | mfu: 0.8% | epoch: 1 | remaining: 204s    
step 00476 (32.0%) | loss: 3.811396 | lrm: 1.00 | dt: 207ms | tok/sec: 157,923 | mfu: 0.8% | epoch: 1 | remaining: 204s    
step 00477 (32.1%) | loss: 3.823577 | lrm: 1.00 | dt: 208ms | tok/sec: 157,489 | mfu: 0.8% | epoch: 1 | remaining: 204s    
step 00478 (32.2%) | loss: 3.812144 | lrm: 1.00 | dt: 208ms | tok/sec: 157,641 | mfu: 0.8% | epoch: 1 | remaining: 203s    
step 00479 (32.2%) | loss: 3.813592 | lrm: 1.00 | dt: 209ms | tok/sec: 157,046 | mfu: 0.8% | epoch: 1 | remaining: 203s    
step 00480 (32.3%) | loss: 3.813879 | lrm: 1.00 | dt: 209ms | tok/sec: 156,970 | mfu: 0.8% | epoch: 1 | remaining: 203s    
step 00481 (32.4%) | loss: 3.823263 | lrm: 1.00 | dt: 208ms | tok/sec: 157,644 | mfu: 0.8% | epoch: 1 | remaining: 203s    
step 00482 (32.4%) | loss: 3.826087 | lrm: 1.00 | dt: 208ms | tok/sec: 157,348 | mfu: 0.8% | epoch: 1 | remaining: 202s    
step 00483 (32.5%) | loss: 3.826348 | lrm: 1.00 | dt: 209ms | tok/sec: 156,832 | mfu: 0.8% | epoch: 1 | remaining: 202s    
step 00484 (32.6%) | loss: 3.818771 | lrm: 1.00 | dt: 210ms | tok/sec: 156,388 | mfu: 0.8% | epoch: 1 | remaining: 202s    
step 00485 (32.6%) | loss: 3.816524 | lrm: 1.00 | dt: 207ms | tok/sec: 158,259 | mfu: 0.8% | epoch: 1 | remaining: 202s    
step 00486 (32.7%) | loss: 3.810905 | lrm: 1.00 | dt: 208ms | tok/sec: 157,745 | mfu: 0.8% | epoch: 1 | remaining: 202s    
step 00487 (32.8%) | loss: 3.805952 | lrm: 1.00 | dt: 208ms | tok/sec: 157,308 | mfu: 0.8% | epoch: 1 | remaining: 201s    
step 00488 (32.9%) | loss: 3.810743 | lrm: 1.00 | dt: 208ms | tok/sec: 157,285 | mfu: 0.8% | epoch: 1 | remaining: 201s    
step 00489 (32.9%) | loss: 3.786431 | lrm: 1.00 | dt: 209ms | tok/sec: 157,137 | mfu: 0.8% | epoch: 1 | remaining: 201s    
step 00490 (33.0%) | loss: 3.793095 | lrm: 1.00 | dt: 207ms | tok/sec: 157,992 | mfu: 0.8% | epoch: 1 | remaining: 201s    
step 00491 (33.1%) | loss: 3.800855 | lrm: 1.00 | dt: 208ms | tok/sec: 157,355 | mfu: 0.8% | epoch: 1 | remaining: 201s    
step 00492 (33.1%) | loss: 3.798474 | lrm: 1.00 | dt: 207ms | tok/sec: 158,019 | mfu: 0.8% | epoch: 1 | remaining: 200s    
step 00493 (33.2%) | loss: 3.801712 | lrm: 1.00 | dt: 210ms | tok/sec: 156,052 | mfu: 0.8% | epoch: 1 | remaining: 200s    
step 00494 (33.3%) | loss: 3.794839 | lrm: 1.00 | dt: 208ms | tok/sec: 157,567 | mfu: 0.8% | epoch: 1 | remaining: 200s    
step 00495 (33.3%) | loss: 3.786903 | lrm: 1.00 | dt: 208ms | tok/sec: 157,338 | mfu: 0.8% | epoch: 1 | remaining: 200s    
step 00496 (33.4%) | loss: 3.778385 | lrm: 1.00 | dt: 207ms | tok/sec: 158,081 | mfu: 0.8% | epoch: 1 | remaining: 200s    
step 00497 (33.5%) | loss: 3.777249 | lrm: 1.00 | dt: 209ms | tok/sec: 157,116 | mfu: 0.8% | epoch: 1 | remaining: 199s    
step 00498 (33.5%) | loss: 3.790313 | lrm: 1.00 | dt: 210ms | tok/sec: 156,124 | mfu: 0.8% | epoch: 1 | remaining: 199s    
step 00499 (33.6%) | loss: 3.785303 | lrm: 1.00 | dt: 208ms | tok/sec: 157,505 | mfu: 0.8% | epoch: 1 | remaining: 199s    
step 00500 (33.7%) | loss: 3.791175 | lrm: 1.00 | dt: 207ms | tok/sec: 157,971 | mfu: 0.8% | epoch: 1 | remaining: 199s    
step 00501 (33.8%) | loss: 3.791976 | lrm: 1.00 | dt: 208ms | tok/sec: 157,233 | mfu: 0.8% | epoch: 1 | remaining: 199s    
step 00502 (33.8%) | loss: 3.788104 | lrm: 1.00 | dt: 209ms | tok/sec: 156,627 | mfu: 0.8% | epoch: 1 | remaining: 198s    
step 00503 (33.9%) | loss: 3.780249 | lrm: 1.00 | dt: 208ms | tok/sec: 157,397 | mfu: 0.8% | epoch: 1 | remaining: 198s    
step 00504 (34.0%) | loss: 3.769224 | lrm: 1.00 | dt: 208ms | tok/sec: 157,686 | mfu: 0.8% | epoch: 1 | remaining: 198s    
step 00505 (34.0%) | loss: 3.768163 | lrm: 1.00 | dt: 208ms | tok/sec: 157,422 | mfu: 0.8% | epoch: 1 | remaining: 198s    
step 00506 (34.1%) | loss: 3.768511 | lrm: 1.00 | dt: 208ms | tok/sec: 157,273 | mfu: 0.8% | epoch: 1 | remaining: 197s    
step 00507 (34.2%) | loss: 3.772719 | lrm: 1.00 | dt: 208ms | tok/sec: 157,473 | mfu: 0.8% | epoch: 1 | remaining: 197s    
step 00508 (34.2%) | loss: 3.764278 | lrm: 1.00 | dt: 209ms | tok/sec: 156,657 | mfu: 0.8% | epoch: 1 | remaining: 197s    
step 00509 (34.3%) | loss: 3.776358 | lrm: 1.00 | dt: 208ms | tok/sec: 157,557 | mfu: 0.8% | epoch: 1 | remaining: 197s    
step 00510 (34.4%) | loss: 3.788684 | lrm: 1.00 | dt: 207ms | tok/sec: 158,128 | mfu: 0.8% | epoch: 1 | remaining: 197s    
step 00511 (34.4%) | loss: 3.788773 | lrm: 1.00 | dt: 209ms | tok/sec: 156,653 | mfu: 0.8% | epoch: 1 | remaining: 196s    
step 00512 (34.5%) | loss: 3.789733 | lrm: 1.00 | dt: 208ms | tok/sec: 157,341 | mfu: 0.8% | epoch: 1 | remaining: 196s    
step 00513 (34.6%) | loss: 3.782138 | lrm: 1.00 | dt: 209ms | tok/sec: 156,867 | mfu: 0.8% | epoch: 1 | remaining: 196s    
step 00514 (34.7%) | loss: 3.794358 | lrm: 1.00 | dt: 207ms | tok/sec: 158,412 | mfu: 0.8% | epoch: 1 | remaining: 196s    
step 00515 (34.7%) | loss: 3.800628 | lrm: 1.00 | dt: 209ms | tok/sec: 157,126 | mfu: 0.8% | epoch: 1 | remaining: 196s    
step 00516 (34.8%) | loss: 3.805688 | lrm: 1.00 | dt: 209ms | tok/sec: 156,670 | mfu: 0.8% | epoch: 1 | remaining: 195s    
step 00517 (34.9%) | loss: 3.795497 | lrm: 1.00 | dt: 208ms | tok/sec: 157,709 | mfu: 0.8% | epoch: 1 | remaining: 195s    
step 00518 (34.9%) | loss: 3.794730 | lrm: 1.00 | dt: 208ms | tok/sec: 157,596 | mfu: 0.8% | epoch: 1 | remaining: 195s    
step 00519 (35.0%) | loss: 3.772829 | lrm: 1.00 | dt: 208ms | tok/sec: 157,664 | mfu: 0.8% | epoch: 1 | remaining: 195s    
step 00520 (35.1%) | loss: 3.761211 | lrm: 1.00 | dt: 208ms | tok/sec: 157,732 | mfu: 0.8% | epoch: 1 | remaining: 195s    
step 00521 (35.1%) | loss: 3.761899 | lrm: 1.00 | dt: 209ms | tok/sec: 156,896 | mfu: 0.8% | epoch: 1 | remaining: 194s    
step 00522 (35.2%) | loss: 3.756441 | lrm: 1.00 | dt: 208ms | tok/sec: 157,272 | mfu: 0.8% | epoch: 1 | remaining: 194s    
step 00523 (35.3%) | loss: 3.766825 | lrm: 1.00 | dt: 209ms | tok/sec: 157,104 | mfu: 0.8% | epoch: 1 | remaining: 194s    
step 00524 (35.4%) | loss: 3.765781 | lrm: 1.00 | dt: 207ms | tok/sec: 158,382 | mfu: 0.8% | epoch: 1 | remaining: 194s    
step 00525 (35.4%) | loss: 3.757322 | lrm: 1.00 | dt: 209ms | tok/sec: 157,032 | mfu: 0.8% | epoch: 1 | remaining: 194s    
step 00526 (35.5%) | loss: 3.748890 | lrm: 1.00 | dt: 209ms | tok/sec: 156,451 | mfu: 0.8% | epoch: 1 | remaining: 193s    
step 00527 (35.6%) | loss: 3.749143 | lrm: 1.00 | dt: 208ms | tok/sec: 157,490 | mfu: 0.8% | epoch: 1 | remaining: 193s    
step 00528 (35.6%) | loss: 3.746611 | lrm: 1.00 | dt: 207ms | tok/sec: 157,944 | mfu: 0.8% | epoch: 1 | remaining: 193s    
step 00529 (35.7%) | loss: 3.754042 | lrm: 1.00 | dt: 208ms | tok/sec: 157,368 | mfu: 0.8% | epoch: 1 | remaining: 193s    
step 00530 (35.8%) | loss: 3.757664 | lrm: 1.00 | dt: 209ms | tok/sec: 156,587 | mfu: 0.8% | epoch: 1 | remaining: 192s    
step 00531 (35.8%) | loss: 3.768735 | lrm: 1.00 | dt: 208ms | tok/sec: 157,175 | mfu: 0.8% | epoch: 1 | remaining: 192s    
step 00532 (35.9%) | loss: 3.768079 | lrm: 1.00 | dt: 208ms | tok/sec: 157,803 | mfu: 0.8% | epoch: 1 | remaining: 192s    
step 00533 (36.0%) | loss: 3.770965 | lrm: 1.00 | dt: 208ms | tok/sec: 157,451 | mfu: 0.8% | epoch: 1 | remaining: 192s    
step 00534 (36.0%) | loss: 3.772821 | lrm: 1.00 | dt: 208ms | tok/sec: 157,727 | mfu: 0.8% | epoch: 1 | remaining: 192s    
step 00535 (36.1%) | loss: 3.779641 | lrm: 1.00 | dt: 209ms | tok/sec: 157,012 | mfu: 0.8% | epoch: 1 | remaining: 191s    
step 00536 (36.2%) | loss: 3.758619 | lrm: 1.00 | dt: 209ms | tok/sec: 157,094 | mfu: 0.8% | epoch: 1 | remaining: 191s    
step 00537 (36.3%) | loss: 3.756089 | lrm: 1.00 | dt: 209ms | tok/sec: 156,860 | mfu: 0.8% | epoch: 1 | remaining: 191s    
step 00538 (36.3%) | loss: 3.754928 | lrm: 1.00 | dt: 207ms | tok/sec: 158,114 | mfu: 0.8% | epoch: 1 | remaining: 191s    
step 00539 (36.4%) | loss: 3.761631 | lrm: 1.00 | dt: 208ms | tok/sec: 157,392 | mfu: 0.8% | epoch: 1 | remaining: 191s    
step 00540 (36.5%) | loss: 3.770063 | lrm: 1.00 | dt: 209ms | tok/sec: 156,866 | mfu: 0.8% | epoch: 1 | remaining: 190s    
step 00541 (36.5%) | loss: 3.775644 | lrm: 1.00 | dt: 209ms | tok/sec: 156,873 | mfu: 0.8% | epoch: 1 | remaining: 190s    
step 00542 (36.6%) | loss: 3.774781 | lrm: 1.00 | dt: 207ms | tok/sec: 158,034 | mfu: 0.8% | epoch: 1 | remaining: 190s    
step 00543 (36.7%) | loss: 3.770544 | lrm: 1.00 | dt: 208ms | tok/sec: 157,462 | mfu: 0.8% | epoch: 1 | remaining: 190s    
step 00544 (36.7%) | loss: 3.769246 | lrm: 1.00 | dt: 209ms | tok/sec: 156,905 | mfu: 0.8% | epoch: 1 | remaining: 190s    
step 00545 (36.8%) | loss: 3.766703 | lrm: 1.00 | dt: 208ms | tok/sec: 157,248 | mfu: 0.8% | epoch: 1 | remaining: 189s    
step 00546 (36.9%) | loss: 3.762166 | lrm: 1.00 | dt: 208ms | tok/sec: 157,521 | mfu: 0.8% | epoch: 1 | remaining: 189s    
step 00547 (36.9%) | loss: 3.762388 | lrm: 1.00 | dt: 208ms | tok/sec: 157,278 | mfu: 0.8% | epoch: 1 | remaining: 189s    
step 00548 (37.0%) | loss: 3.755859 | lrm: 1.00 | dt: 209ms | tok/sec: 156,855 | mfu: 0.8% | epoch: 1 | remaining: 189s    
step 00549 (37.1%) | loss: 3.757919 | lrm: 1.00 | dt: 208ms | tok/sec: 157,754 | mfu: 0.8% | epoch: 1 | remaining: 189s    
step 00550 (37.2%) | loss: 3.755764 | lrm: 1.00 | dt: 208ms | tok/sec: 157,361 | mfu: 0.8% | epoch: 1 | remaining: 188s    
step 00551 (37.2%) | loss: 3.749232 | lrm: 1.00 | dt: 209ms | tok/sec: 156,963 | mfu: 0.8% | epoch: 1 | remaining: 188s    
step 00552 (37.3%) | loss: 3.744962 | lrm: 1.00 | dt: 208ms | tok/sec: 157,332 | mfu: 0.8% | epoch: 1 | remaining: 188s    
step 00553 (37.4%) | loss: 3.736970 | lrm: 1.00 | dt: 209ms | tok/sec: 157,080 | mfu: 0.8% | epoch: 1 | remaining: 188s    
step 00554 (37.4%) | loss: 3.724554 | lrm: 1.00 | dt: 209ms | tok/sec: 157,036 | mfu: 0.8% | epoch: 1 | remaining: 187s    
step 00555 (37.5%) | loss: 3.730894 | lrm: 1.00 | dt: 208ms | tok/sec: 157,201 | mfu: 0.8% | epoch: 1 | remaining: 187s    
step 00556 (37.6%) | loss: 3.733409 | lrm: 1.00 | dt: 208ms | tok/sec: 157,708 | mfu: 0.8% | epoch: 1 | remaining: 187s    
step 00557 (37.6%) | loss: 3.729495 | lrm: 1.00 | dt: 210ms | tok/sec: 156,409 | mfu: 0.8% | epoch: 1 | remaining: 187s    
step 00558 (37.7%) | loss: 3.725523 | lrm: 1.00 | dt: 208ms | tok/sec: 157,816 | mfu: 0.8% | epoch: 1 | remaining: 187s    
step 00559 (37.8%) | loss: 3.735406 | lrm: 1.00 | dt: 209ms | tok/sec: 157,107 | mfu: 0.8% | epoch: 1 | remaining: 186s    
step 00560 (37.9%) | loss: 3.727244 | lrm: 1.00 | dt: 208ms | tok/sec: 157,510 | mfu: 0.8% | epoch: 1 | remaining: 186s    
step 00561 (37.9%) | loss: 3.723561 | lrm: 1.00 | dt: 209ms | tok/sec: 156,900 | mfu: 0.8% | epoch: 1 | remaining: 186s    
step 00562 (38.0%) | loss: 3.727729 | lrm: 1.00 | dt: 208ms | tok/sec: 157,869 | mfu: 0.8% | epoch: 1 | remaining: 186s    
step 00563 (38.1%) | loss: 3.721631 | lrm: 1.00 | dt: 207ms | tok/sec: 158,031 | mfu: 0.8% | epoch: 1 | remaining: 186s    
step 00564 (38.1%) | loss: 3.718411 | lrm: 1.00 | dt: 208ms | tok/sec: 157,165 | mfu: 0.8% | epoch: 1 | remaining: 185s    
step 00565 (38.2%) | loss: 3.727706 | lrm: 1.00 | dt: 209ms | tok/sec: 156,682 | mfu: 0.8% | epoch: 1 | remaining: 185s    
step 00566 (38.3%) | loss: 3.717939 | lrm: 1.00 | dt: 209ms | tok/sec: 156,971 | mfu: 0.8% | epoch: 1 | remaining: 185s    
step 00567 (38.3%) | loss: 3.730971 | lrm: 1.00 | dt: 207ms | tok/sec: 158,030 | mfu: 0.8% | epoch: 1 | remaining: 185s    
step 00568 (38.4%) | loss: 3.717873 | lrm: 1.00 | dt: 209ms | tok/sec: 157,109 | mfu: 0.8% | epoch: 1 | remaining: 185s    
step 00569 (38.5%) | loss: 3.730204 | lrm: 1.00 | dt: 209ms | tok/sec: 157,064 | mfu: 0.8% | epoch: 1 | remaining: 184s    
step 00570 (38.5%) | loss: 3.728555 | lrm: 1.00 | dt: 209ms | tok/sec: 157,068 | mfu: 0.8% | epoch: 1 | remaining: 184s    
step 00571 (38.6%) | loss: 3.737967 | lrm: 1.00 | dt: 208ms | tok/sec: 157,175 | mfu: 0.8% | epoch: 1 | remaining: 184s    
step 00572 (38.7%) | loss: 3.738293 | lrm: 1.00 | dt: 208ms | tok/sec: 157,476 | mfu: 0.8% | epoch: 1 | remaining: 184s    
step 00573 (38.8%) | loss: 3.732058 | lrm: 1.00 | dt: 208ms | tok/sec: 157,607 | mfu: 0.8% | epoch: 1 | remaining: 184s    
step 00574 (38.8%) | loss: 3.730934 | lrm: 1.00 | dt: 208ms | tok/sec: 157,666 | mfu: 0.8% | epoch: 1 | remaining: 183s    
step 00575 (38.9%) | loss: 3.737673 | lrm: 1.00 | dt: 209ms | tok/sec: 156,656 | mfu: 0.8% | epoch: 1 | remaining: 183s    
step 00576 (39.0%) | loss: 3.743893 | lrm: 1.00 | dt: 209ms | tok/sec: 156,958 | mfu: 0.8% | epoch: 1 | remaining: 183s    
step 00577 (39.0%) | loss: 3.740552 | lrm: 1.00 | dt: 207ms | tok/sec: 157,925 | mfu: 0.8% | epoch: 1 | remaining: 183s    
step 00578 (39.1%) | loss: 3.739890 | lrm: 1.00 | dt: 209ms | tok/sec: 156,848 | mfu: 0.8% | epoch: 1 | remaining: 182s    
step 00579 (39.2%) | loss: 3.736637 | lrm: 1.00 | dt: 208ms | tok/sec: 157,613 | mfu: 0.8% | epoch: 1 | remaining: 182s    
step 00580 (39.2%) | loss: 3.730326 | lrm: 1.00 | dt: 209ms | tok/sec: 156,734 | mfu: 0.8% | epoch: 1 | remaining: 182s    
step 00581 (39.3%) | loss: 3.730135 | lrm: 1.00 | dt: 207ms | tok/sec: 157,951 | mfu: 0.8% | epoch: 1 | remaining: 182s    
step 00582 (39.4%) | loss: 3.744001 | lrm: 1.00 | dt: 209ms | tok/sec: 156,872 | mfu: 0.8% | epoch: 1 | remaining: 182s    
step 00583 (39.4%) | loss: 3.747749 | lrm: 1.00 | dt: 207ms | tok/sec: 157,950 | mfu: 0.8% | epoch: 1 | remaining: 181s    
step 00584 (39.5%) | loss: 3.750050 | lrm: 1.00 | dt: 209ms | tok/sec: 156,946 | mfu: 0.8% | epoch: 1 | remaining: 181s    
step 00585 (39.6%) | loss: 3.745240 | lrm: 1.00 | dt: 207ms | tok/sec: 157,985 | mfu: 0.8% | epoch: 1 | remaining: 181s    
step 00586 (39.7%) | loss: 3.758188 | lrm: 1.00 | dt: 209ms | tok/sec: 156,644 | mfu: 0.8% | epoch: 1 | remaining: 181s    
step 00587 (39.7%) | loss: 3.750148 | lrm: 1.00 | dt: 207ms | tok/sec: 158,424 | mfu: 0.8% | epoch: 1 | remaining: 181s    
step 00588 (39.8%) | loss: 3.748307 | lrm: 1.00 | dt: 208ms | tok/sec: 157,394 | mfu: 0.8% | epoch: 1 | remaining: 180s    
step 00589 (39.9%) | loss: 3.735227 | lrm: 1.00 | dt: 209ms | tok/sec: 157,130 | mfu: 0.8% | epoch: 1 | remaining: 180s    
step 00590 (39.9%) | loss: 3.731553 | lrm: 1.00 | dt: 209ms | tok/sec: 156,719 | mfu: 0.8% | epoch: 1 | remaining: 180s    
step 00591 (40.0%) | loss: 3.720162 | lrm: 1.00 | dt: 208ms | tok/sec: 157,738 | mfu: 0.8% | epoch: 1 | remaining: 180s    
step 00592 (40.1%) | loss: 3.733210 | lrm: 1.00 | dt: 208ms | tok/sec: 157,275 | mfu: 0.8% | epoch: 1 | remaining: 180s    
step 00593 (40.1%) | loss: 3.745905 | lrm: 1.00 | dt: 208ms | tok/sec: 157,163 | mfu: 0.8% | epoch: 1 | remaining: 179s    
step 00594 (40.2%) | loss: 3.734809 | lrm: 1.00 | dt: 208ms | tok/sec: 157,353 | mfu: 0.8% | epoch: 1 | remaining: 179s    
step 00595 (40.3%) | loss: 3.737783 | lrm: 1.00 | dt: 207ms | tok/sec: 158,208 | mfu: 0.8% | epoch: 1 | remaining: 179s    
step 00596 (40.4%) | loss: 3.745327 | lrm: 1.00 | dt: 208ms | tok/sec: 157,624 | mfu: 0.8% | epoch: 1 | remaining: 179s    
step 00597 (40.4%) | loss: 3.743548 | lrm: 1.00 | dt: 209ms | tok/sec: 157,015 | mfu: 0.8% | epoch: 1 | remaining: 179s    
step 00598 (40.5%) | loss: 3.731266 | lrm: 1.00 | dt: 208ms | tok/sec: 157,848 | mfu: 0.8% | epoch: 1 | remaining: 178s    
step 00599 (40.6%) | loss: 3.730080 | lrm: 1.00 | dt: 208ms | tok/sec: 157,506 | mfu: 0.8% | epoch: 1 | remaining: 178s    
step 00600 (40.6%) | loss: 3.710278 | lrm: 1.00 | dt: 208ms | tok/sec: 157,483 | mfu: 0.8% | epoch: 1 | remaining: 178s    
step 00601 (40.7%) | loss: 3.708795 | lrm: 1.00 | dt: 208ms | tok/sec: 157,582 | mfu: 0.8% | epoch: 1 | remaining: 178s    
step 00602 (40.8%) | loss: 3.726966 | lrm: 1.00 | dt: 208ms | tok/sec: 157,161 | mfu: 0.8% | epoch: 1 | remaining: 177s    
step 00603 (40.8%) | loss: 3.732649 | lrm: 1.00 | dt: 209ms | tok/sec: 157,091 | mfu: 0.8% | epoch: 1 | remaining: 177s    
step 00604 (40.9%) | loss: 3.732090 | lrm: 1.00 | dt: 208ms | tok/sec: 157,525 | mfu: 0.8% | epoch: 1 | remaining: 177s    
step 00605 (41.0%) | loss: 3.731588 | lrm: 1.00 | dt: 208ms | tok/sec: 157,501 | mfu: 0.8% | epoch: 1 | remaining: 177s    
step 00606 (41.0%) | loss: 3.724046 | lrm: 1.00 | dt: 208ms | tok/sec: 157,251 | mfu: 0.8% | epoch: 1 | remaining: 177s    
step 00607 (41.1%) | loss: 3.731943 | lrm: 1.00 | dt: 209ms | tok/sec: 156,659 | mfu: 0.8% | epoch: 1 | remaining: 176s    
step 00608 (41.2%) | loss: 3.722161 | lrm: 1.00 | dt: 208ms | tok/sec: 157,336 | mfu: 0.8% | epoch: 1 | remaining: 176s    
step 00609 (41.3%) | loss: 3.729680 | lrm: 1.00 | dt: 209ms | tok/sec: 157,108 | mfu: 0.8% | epoch: 1 | remaining: 176s    
step 00610 (41.3%) | loss: 3.727800 | lrm: 1.00 | dt: 208ms | tok/sec: 157,830 | mfu: 0.8% | epoch: 1 | remaining: 176s    
step 00611 (41.4%) | loss: 3.720890 | lrm: 1.00 | dt: 208ms | tok/sec: 157,231 | mfu: 0.8% | epoch: 1 | remaining: 176s    
step 00612 (41.5%) | loss: 3.713690 | lrm: 1.00 | dt: 208ms | tok/sec: 157,320 | mfu: 0.8% | epoch: 1 | remaining: 175s    
step 00613 (41.5%) | loss: 3.712817 | lrm: 1.00 | dt: 208ms | tok/sec: 157,270 | mfu: 0.8% | epoch: 1 | remaining: 175s    
step 00614 (41.6%) | loss: 3.721012 | lrm: 1.00 | dt: 209ms | tok/sec: 156,912 | mfu: 0.8% | epoch: 1 | remaining: 175s    
step 00615 (41.7%) | loss: 3.720517 | lrm: 1.00 | dt: 208ms | tok/sec: 157,857 | mfu: 0.8% | epoch: 1 | remaining: 175s    
step 00616 (41.7%) | loss: 3.731372 | lrm: 1.00 | dt: 209ms | tok/sec: 156,927 | mfu: 0.8% | epoch: 1 | remaining: 175s    
step 00617 (41.8%) | loss: 3.732257 | lrm: 1.00 | dt: 209ms | tok/sec: 156,783 | mfu: 0.8% | epoch: 1 | remaining: 174s    
step 00618 (41.9%) | loss: 3.740025 | lrm: 1.00 | dt: 209ms | tok/sec: 156,913 | mfu: 0.8% | epoch: 1 | remaining: 174s    
step 00619 (41.9%) | loss: 3.717062 | lrm: 1.00 | dt: 207ms | tok/sec: 158,406 | mfu: 0.8% | epoch: 1 | remaining: 174s    
step 00620 (42.0%) | loss: 3.712466 | lrm: 1.00 | dt: 208ms | tok/sec: 157,489 | mfu: 0.8% | epoch: 1 | remaining: 174s    
step 00621 (42.1%) | loss: 3.723250 | lrm: 1.00 | dt: 209ms | tok/sec: 156,551 | mfu: 0.8% | epoch: 1 | remaining: 174s    
step 00622 (42.2%) | loss: 3.722983 | lrm: 1.00 | dt: 209ms | tok/sec: 156,900 | mfu: 0.8% | epoch: 1 | remaining: 173s    
step 00623 (42.2%) | loss: 3.724088 | lrm: 1.00 | dt: 208ms | tok/sec: 157,198 | mfu: 0.8% | epoch: 1 | remaining: 173s    
step 00624 (42.3%) | loss: 3.717958 | lrm: 1.00 | dt: 207ms | tok/sec: 157,987 | mfu: 0.8% | epoch: 1 | remaining: 173s    
step 00625 (42.4%) | loss: 3.715560 | lrm: 1.00 | dt: 208ms | tok/sec: 157,684 | mfu: 0.8% | epoch: 1 | remaining: 173s    
step 00626 (42.4%) | loss: 3.721732 | lrm: 1.00 | dt: 208ms | tok/sec: 157,415 | mfu: 0.8% | epoch: 1 | remaining: 172s    
step 00627 (42.5%) | loss: 3.723943 | lrm: 1.00 | dt: 210ms | tok/sec: 156,116 | mfu: 0.8% | epoch: 1 | remaining: 172s    
step 00628 (42.6%) | loss: 3.733371 | lrm: 1.00 | dt: 208ms | tok/sec: 157,447 | mfu: 0.8% | epoch: 1 | remaining: 172s    
step 00629 (42.6%) | loss: 3.728701 | lrm: 1.00 | dt: 208ms | tok/sec: 157,782 | mfu: 0.8% | epoch: 1 | remaining: 172s    
step 00630 (42.7%) | loss: 3.739019 | lrm: 1.00 | dt: 208ms | tok/sec: 157,515 | mfu: 0.8% | epoch: 1 | remaining: 172s    
step 00631 (42.8%) | loss: 3.741697 | lrm: 1.00 | dt: 209ms | tok/sec: 157,117 | mfu: 0.8% | epoch: 1 | remaining: 171s    
step 00632 (42.9%) | loss: 3.745490 | lrm: 1.00 | dt: 210ms | tok/sec: 156,367 | mfu: 0.8% | epoch: 1 | remaining: 171s    
step 00633 (42.9%) | loss: 3.746110 | lrm: 1.00 | dt: 207ms | tok/sec: 157,940 | mfu: 0.8% | epoch: 1 | remaining: 171s    
